nm     GM mean	sd
--------------------
810	2.71	0.30
830	4.32	0.09
840	4.92	0.21
850	6.48	0.18
860	5.86	0.18
870	8.01	0.18
880	11.56	0.23
890	14.50	0.17
900	15.56	0.21
910	23.48	0.59
920	28.30	0.30
930	33.61	0.40
940	44.06	0.41
950	60.47	0.77
960	70.94	0.85
970	96.43	5.05
980	99.39	1.14
990	107.87	0.93
