Wavelength (nm)	Transmission (%)
502.2	0.00076659469
502.3	0.00070570848
502.4	0.00064965811
502.5	0.00060271719
502.6	0.00055916797
502.7	0.00052255877
502.8	0.0004883464
502.9	0.00045952997
503.0	0.00043241394
503.1	0.00040958296
503.2	0.00038795743
503.3	0.00036981248
503.4	0.00035251619
503.5	0.00033811891
503.6	0.00032430964
503.7	0.00031298645
503.8	0.0003020586
503.9	0.00029333918
504.0	0.00028487145
504.1	0.00027845181
504.2	0.00027217684
504.3	0.00026789764
504.4	0.00026368572
504.5	0.00026150282
504.6	0.00025933799
504.7	0.00025920239
504.8	0.00025906686
504.9	0.00026048165
505.0	0.00026190417
505.1	0.00026306693
505.2	0.00026423485
505.3	0.00026271246
505.4	0.00026119885
505.5	0.00025776359
505.6	0.0002543735
505.7	0.0002522365
505.8	0.00025011744
505.9	0.00025073001
506.0	0.00025134407
506.1	0.00025465346
506.2	0.00025800642
506.3	0.00026377182
506.4	0.00026966605
506.5	0.00027785619
506.6	0.00028629507
506.7	0.00029710792
506.8	0.00030832916
506.9	0.00032216498
507.0	0.00033662167
507.1	0.00035407233
507.2	0.00037242764
507.3	0.00039427552
507.4	0.00041740507
507.5	0.00044460517
507.6	0.00047357775
507.7	0.00050717171
507.8	0.00054314871
507.9	0.00058401217
508.0	0.00062794997
508.1	0.00067620362
508.2	0.00072816523
508.3	0.00078204862
508.4	0.00083991932
508.5	0.00089417099
508.6	0.00095192686
508.7	0.00099666638
508.8	0.0010435086
508.9	0.0010660489
509.0	0.0010890761
509.1	0.0010802591
509.2	0.0010715135
509.3	0.0010324256
509.4	0.00099476355
509.5	0.00093629115
509.6	0.00088125577
509.7	0.00081679659
509.8	0.00075705225
509.9	0.00069625168
510.0	0.00064033415
510.1	0.0005877346
510.2	0.00053945578
510.3	0.00049603059
510.4	0.00045610104
510.5	0.00042107599
510.6	0.00038874059
510.7	0.00036076115
510.8	0.00033479552
510.9	0.00031248693
511.0	0.00029166484
511.1	0.00027383941
511.2	0.00025710341
511.3	0.00024280385
511.4	0.00022929961
511.5	0.0002177791
511.6	0.00020683741
511.7	0.00019752195
511.8	0.00018862603
511.9	0.00018107699
512.0	0.00017383007
512.1	0.0001677127
512.2	0.00016181062
512.3	0.00015686936
512.4	0.00015207901
512.5	0.00014811876
512.6	0.00014426165
512.7	0.00014113388
512.8	0.00013807393
512.9	0.00013566656
513.0	0.00013330117
513.1	0.00013153139
513.2	0.00012978512
513.3	0.0001285948
513.4	0.0001274154
513.5	0.00012676908
513.6	0.00012612604
513.7	0.0001260131
513.8	0.00012590027
513.9	0.00012634707
514.0	0.00012679546
514.1	0.00012791107
514.2	0.00012903649
514.3	0.00013119661
514.4	0.00013339289
514.5	0.00013763885
514.6	0.00014201997
514.7	0.00014461177
514.8	0.00014725087
514.9	0.00014747189
515.0	0.00014769325
515.1	0.00015044546
515.2	0.00015324895
515.3	0.00015744868
515.4	0.0001617635
515.5	0.00016711834
515.6	0.00017265045
515.7	0.00017922365
515.8	0.0001860471
515.9	0.00019403492
516.0	0.00020236569
516.1	0.00021206017
516.2	0.00022221907
516.3	0.00023401794
516.4	0.00024644329
516.5	0.00026088095
516.6	0.00027616442
516.7	0.00029396245
516.8	0.00031290751
516.9	0.0003350517
517.0	0.00035876301
517.1	0.00038662063
517.2	0.00041664137
517.3	0.0004521427
517.4	0.00049066905
517.5	0.00053659468
517.6	0.00058681886
517.7	0.00064726583
517.8	0.00071393931
517.9	0.00079509816
518.0	0.00088548293
518.1	0.0009969701
518.2	0.0011224941
518.3	0.0012796998
518.4	0.0014589222
518.5	0.0016872382
518.6	0.0019512848
518.7	0.0022937496
518.8	0.0026963195
518.9	0.0032267896
519.0	0.0038616237
519.1	0.00470251
519.2	0.0057265033
519.3	0.0070438654
519.4	0.008664282
519.5	0.010499766
519.6	0.012724087
519.7	0.014415469
519.8	0.016331682
519.9	0.016454721
520.0	0.016578687
520.1	0.015088185
520.2	0.013731687
520.3	0.011973448
520.4	0.010440339
520.5	0.009089734
520.6	0.0079138489
520.7	0.006991006
520.8	0.0061757769
520.9	0.0055557841
521.0	0.004998033
521.1	0.0045756277
521.2	0.0041889217
521.3	0.0038952699
521.4	0.0036222037
521.5	0.0034145343
521.6	0.0032187711
521.7	0.0030704228
521.8	0.0029289117
521.9	0.002822917
522.0	0.0027207581
522.1	0.0026460266
522.2	0.0025733478
522.3	0.0025224114
522.4	0.0024724832
522.5	0.0024401335
522.6	0.002408207
522.7	0.0023906414
522.8	0.0023732039
522.9	0.002367462
523.0	0.002361734
523.1	0.0023653038
523.2	0.0023688789
523.3	0.0023794074
523.4	0.0023899827
523.5	0.0024050639
523.6	0.0024202404
523.7	0.0024372794
523.8	0.0024544383
523.9	0.0024706094
524.0	0.0024868871
524.1	0.0024992146
524.2	0.0025116033
524.3	0.0025171802
524.4	0.0025227696
524.5	0.0025190949
524.6	0.0025154256
524.7	0.0025007879
524.8	0.0024862354
524.9	0.0024600235
525.0	0.002434088
525.1	0.0023969111
525.2	0.0023603021
525.3	0.0023138598
525.4	0.0022683313
525.5	0.0022150708
525.6	0.0021630608
525.7	0.0021057366
525.8	0.0020499315
525.9	0.001991197
526.0	0.0019341454
526.1	0.0018762666
526.2	0.0018201197
526.3	0.0017648362
526.4	0.0017112319
526.5	0.0016597433
526.6	0.0016098039
526.7	0.0015628347
526.8	0.0015172359
526.9	0.0014751361
527.0	0.0014342045
527.1	0.0013970552
527.2	0.001360868
527.3	0.0013285731
527.4	0.0012970445
527.5	0.0012694043
527.6	0.0012423531
527.7	0.0012191179
527.8	0.0011963174
527.9	0.0011772249
528.0	0.0011584372
528.1	0.0011432367
528.2	0.0011282357
528.3	0.0011167032
528.4	0.0011052886
528.5	0.0010972358
528.6	0.0010892417
528.7	0.0010845205
528.8	0.0010798198
528.9	0.0010783243
529.0	0.0010768309
529.1	0.0010784979
529.2	0.0010801675
529.3	0.0010849757
529.4	0.0010898054
529.5	0.0010977746
529.6	0.0011058021
529.7	0.0011169913
529.8	0.0011282936
529.9	0.0011427986
530.0	0.0011574901
530.1	0.0011754407
530.2	0.0011936698
530.3	0.0012152252
530.4	0.0012371699
530.5	0.0012625125
530.6	0.0012883741
530.7	0.0013176998
530.8	0.001347693
530.9	0.001381199
531.0	0.0014155381
531.1	0.001453405
531.2	0.001492285
531.3	0.0015346535
531.4	0.001578225
531.5	0.0016251659
531.6	0.001673503
531.7	0.001724981
531.8	0.0017780426
531.9	0.0018338753
532.0	0.0018914612
532.1	0.0019512761
532.2	0.0020129824
532.3	0.0020761785
532.4	0.0021413587
532.5	0.002207082
532.6	0.0022748226
532.7	0.0023419651
532.8	0.0024110894
532.9	0.0024783231
533.0	0.0025474316
533.1	0.0026132846
533.2	0.0026808399
533.3	0.0027438131
533.4	0.0028082654
533.5	0.0028669787
533.6	0.0029269194
533.7	0.0029802647
533.8	0.0030345823
533.9	0.0030818554
534.0	0.0031298649
534.1	0.0031708499
534.2	0.0032123717
534.3	0.003247364
534.4	0.0032827376
534.5	0.003312505
534.6	0.0033425423
534.7	0.0033682392
534.8	0.0033941337
534.9	0.0034171922
535.0	0.0034404074
535.1	0.003462428
535.2	0.0034845895
535.3	0.00350725
535.4	0.0035300578
535.5	0.0035550507
535.6	0.0035802206
535.7	0.0036092224
535.8	0.0036384592
535.9	0.0036731285
536.0	0.0037081281
536.1	0.0037501288
536.2	0.0037926053
536.3	0.0038436509
536.4	0.0038953836
536.5	0.0039573007
536.6	0.004020202
536.7	0.004095015
536.8	0.0041712202
536.9	0.0042612699
537.0	0.0043532637
537.1	0.0044613901
537.2	0.0045722021
537.3	0.0047020745
537.4	0.004835636
537.5	0.004992464
537.6	0.0051543782
537.7	0.0053466947
537.8	0.0055461868
537.9	0.0057906582
538.0	0.0060459058
538.1	0.0063765891
538.2	0.0067253593
538.3	0.0071549173
538.4	0.0076119117
538.5	0.0079459274
538.6	0.0082945999
538.7	0.0085375941
538.8	0.008787707
538.9	0.0091104202
539.0	0.0094449846
539.1	0.009844311
539.2	0.010260521
539.3	0.01070403
539.4	0.011166709
539.5	0.011620241
539.6	0.012092192
539.7	0.012514623
539.8	0.012951812
539.9	0.013294648
540.0	0.013646559
540.1	0.013860917
540.2	0.014078642
540.3	0.014127786
540.4	0.014177102
540.5	0.014048765
540.6	0.013921589
540.7	0.013632663
540.8	0.013349733
540.9	0.01294005
541.0	0.012542939
541.1	0.012062017
541.2	0.011599534
541.3	0.011093677
541.4	0.01060988
541.5	0.010114605
541.6	0.0096424505
541.7	0.0091807181
541.8	0.008741096
541.9	0.0083251828
542.0	0.0079290592
542.1	0.0075637325
542.2	0.007215238
542.3	0.0069008001
542.4	0.0066000654
542.5	0.0063347472
542.6	0.0060800946
542.7	0.0058618046
542.8	0.0056513518
542.9	0.0054789945
543.0	0.0053118939
543.1	0.0051864607
543.2	0.0050639894
543.3	0.004989337
543.4	0.0049157851
543.5	0.0048978978
543.6	0.0048800755
543.7	0.0049202931
543.8	0.0049608421
543.9	0.0050342343
544.0	0.0051087123
544.1	0.0051371723
544.2	0.0051657909
544.3	0.0050630319
544.4	0.0049623169
544.5	0.0047487144
544.6	0.0045443065
544.7	0.0043135154
544.8	0.0040944454
544.9	0.003901428
545.0	0.0037175097
545.1	0.0035700819
545.2	0.0034285007
545.3	0.0033179946
545.4	0.0032110502
545.5	0.0031276061
545.6	0.0030463304
545.7	0.0029824674
545.8	0.0029199432
545.9	0.0028705096
546.0	0.0028219129
546.1	0.0027834243
546.2	0.0027454607
546.3	0.0027155374
546.4	0.0026859402
546.5	0.0026629244
546.6	0.0026401059
546.7	0.0026228177
546.8	0.0026056428
546.9	0.0025932253
547.0	0.002580867
547.1	0.0025726876
547.2	0.0025645342
547.3	0.0025601207
547.4	0.0025557148
547.5	0.0025547135
547.6	0.0025537125
547.7	0.0025558595
547.8	0.0025580083
547.9	0.0025631107
548.0	0.0025682232
548.1	0.0025761456
548.2	0.0025840924
548.3	0.0025947479
548.4	0.0026054473
548.5	0.002618791
548.6	0.002632203
548.7	0.0026482277
548.8	0.0026643499
548.9	0.0026830835
549.0	0.0027019488
549.1	0.0027234523
549.2	0.002745127
549.3	0.0027694941
549.4	0.0027940775
549.5	0.0028214344
549.6	0.0028490592
549.7	0.0028795653
549.8	0.002910398
549.9	0.0029442473
550.0	0.0029784903
550.1	0.0030159133
550.2	0.0030538065
550.3	0.003095073
550.4	0.0031368971
550.5	0.003182319
550.6	0.0032283987
550.7	0.0032783349
550.8	0.0033290435
550.9	0.0033839041
551.0	0.0034396688
551.1	0.0034999215
551.2	0.0035612296
551.3	0.0036274066
551.4	0.0036948132
551.5	0.0037675196
551.6	0.0038416567
551.7	0.0039215807
551.8	0.0040031675
551.9	0.0040910922
552.0	0.004180948
552.1	0.0042777651
552.2	0.0043768241
552.3	0.0044835509
552.4	0.0045928802
552.5	0.004710679
552.6	0.0048314991
552.7	0.0049617004
552.8	0.0050954105
552.9	0.005239541
553.0	0.0053877485
553.1	0.0055475634
553.2	0.0057121188
553.3	0.0058896413
553.4	0.0060726808
553.5	0.0062702482
553.6	0.0064742433
553.7	0.0066945631
553.8	0.0069223804
553.9	0.0071685966
554.0	0.0074235701
554.1	0.0076993427
554.2	0.0079853598
554.3	0.0082949611
554.4	0.0086165659
554.5	0.0089649953
554.6	0.0093275142
554.7	0.0097206375
554.8	0.01013033
554.9	0.010575047
555.0	0.011039287
555.1	0.011543734
555.2	0.012071232
555.3	0.012645028
555.4	0.013246099
555.5	0.013900642
555.6	0.014587528
555.7	0.015336352
555.8	0.016123616
555.9	0.016982831
556.0	0.017887832
556.1	0.018876637
556.2	0.019920102
556.3	0.021061423
556.4	0.022268136
556.5	0.023589366
556.6	0.024988987
556.7	0.026522869
556.8	0.028150904
556.9	0.029936561
557.0	0.031835484
557.1	0.033919584
557.2	0.036140119
557.3	0.038578169
557.4	0.041180692
557.5	0.044038391
557.6	0.047094396
557.7	0.050448933
557.8	0.054042414
557.9	0.057983504
558.0	0.062212002
558.1	0.066842306
558.2	0.071817234
558.3	0.077251621
558.4	0.083097225
558.5	0.089460084
558.6	0.096310156
558.7	0.10401551
558.8	0.11172087
558.9	0.12065016
559.0	0.12957945
559.1	0.13983385
559.2	0.15008825
559.3	0.16172233
559.4	0.17335641
559.5	0.1863502
559.6	0.19934399
559.7	0.21357366
559.8	0.22780332
559.9	0.24301797
560.0	0.25823261
560.1	0.27404727
560.2	0.28986194
560.3	0.30577681
560.4	0.32169168
560.5	0.3371416
560.6	0.35259152
560.7	0.36701943
560.8	0.38144733
560.9	0.39438387
561.0	0.40732041
561.1	0.41844728
561.2	0.42957414
561.3	0.4387538
561.4	0.44793345
561.5	0.45520099
561.6	0.46246853
561.7	0.4679945
561.8	0.47352046
561.9	0.47756024
562.0	0.48160002
562.1	0.48444462
562.2	0.48728921
562.3	0.48922663
562.4	0.49116405
562.5	0.49245436
562.6	0.49374467
562.7	0.4946076
562.8	0.49547053
562.9	0.49608234
563.0	0.49669415
563.1	0.49719052
563.2	0.49768688
563.3	0.498169
563.4	0.49865112
563.5	0.49919321
563.6	0.4997353
563.7	0.50039246
563.8	0.50104962
563.9	0.5018656
564.0	0.50268157
564.1	0.50369624
564.2	0.50471091
564.3	0.50596777
564.4	0.50722463
564.5	0.50877848
564.6	0.51033234
564.7	0.51225767
564.8	0.51418301
564.9	0.51658347
565.0	0.51898394
565.1	0.52200349
565.2	0.52502305
565.3	0.5288589
565.4	0.53269476
565.5	0.53761185
565.6	0.54252894
565.7	0.5488738
565.8	0.55521865
565.9	0.56342729
566.0	0.57163593
566.1	0.5822242
566.2	0.59281247
566.3	0.60632787
566.4	0.61984328
566.5	0.63674855
566.6	0.65365382
566.7	0.67411704
566.8	0.69458026
566.9	0.71818997
567.0	0.74179969
567.1	0.7673244
567.2	0.79284912
567.3	0.8182658
567.4	0.84368248
567.5	0.86664441
567.6	0.88960633
567.7	0.90820761
567.8	0.9268089
567.9	0.94018684
568.0	0.95356479
568.1	0.96197569
568.2	0.9703866
568.3	0.97482291
568.4	0.97925922
568.5	0.98095001
568.6	0.98264079
568.7	0.98269776
568.8	0.98275474
568.9	0.98202032
569.0	0.98128591
569.1	0.98032072
569.2	0.97935553
569.3	0.97848849
569.4	0.97762144
569.5	0.97701353
569.6	0.97640562
569.7	0.97610597
569.8	0.97580631
569.9	0.975795
570.0	0.97578369
570.1	0.97600242
570.2	0.97622116
570.3	0.97659458
570.4	0.97696801
570.5	0.97741821
570.6	0.97786842
570.7	0.9783246
570.8	0.97878078
570.9	0.97918515
571.0	0.97958951
571.1	0.97990038
571.2	0.98021125
571.3	0.98040381
571.4	0.98059637
571.5	0.98066168
571.6	0.98072699
571.7	0.98066971
571.8	0.98061243
571.9	0.98044776
572.0	0.98028309
572.1	0.98003342
572.2	0.97978374
572.3	0.97947526
572.4	0.97916679
572.5	0.9788266
572.6	0.97848641
572.7	0.97814002
572.8	0.97779364
572.9	0.97746316
573.0	0.97713268
573.1	0.97683563
573.2	0.97653858
573.3	0.97628729
573.4	0.976036
573.5	0.97583751
573.6	0.97563901
573.7	0.97549538
573.8	0.97535175
573.9	0.97526073
574.0	0.97516971
574.1	0.97512558
574.2	0.97508144
574.3	0.975076
574.4	0.97507055
574.5	0.97509414
574.6	0.97511773
574.7	0.97516025
574.8	0.97520277
574.9	0.97525453
575.0	0.9753063
575.1	0.97535882
575.2	0.97541134
575.3	0.97545785
575.4	0.97550437
575.5	0.9755402
575.6	0.97557604
575.7	0.97559877
575.8	0.97562149
575.9	0.97563085
576.0	0.97564022
576.1	0.97563795
576.2	0.97563568
576.3	0.97562514
576.4	0.9756146
576.5	0.97560034
576.6	0.97558609
576.7	0.97557341
576.8	0.97556073
576.9	0.97555515
577.0	0.97554956
577.1	0.97555636
577.2	0.97556316
577.3	0.97558699
577.4	0.97561083
577.5	0.97565536
577.6	0.97569989
577.7	0.97576754
577.8	0.97583519
577.9	0.97592695
578.0	0.97601871
578.1	0.97613407
578.2	0.97624943
578.3	0.97638637
578.4	0.97652332
578.5	0.97667842
578.6	0.97683352
578.7	0.97700212
578.8	0.97717071
578.9	0.97734711
579.0	0.97752352
579.1	0.97770133
579.2	0.97787915
579.3	0.97805161
579.4	0.97822407
579.5	0.97838438
579.6	0.97854469
579.7	0.97868642
579.8	0.97882814
579.9	0.97894556
580.0	0.97906298
580.1	0.97915141
580.2	0.97923985
580.3	0.97929593
580.4	0.97935201
580.5	0.97937389
580.6	0.97939578
580.7	0.97938325
580.8	0.97937072
580.9	0.97932525
581.0	0.97927978
581.1	0.97920445
581.2	0.97912911
581.3	0.97902844
581.4	0.97892778
581.5	0.97880757
581.6	0.97868736
581.7	0.97855435
581.8	0.97842134
581.9	0.97828289
582.0	0.97814444
582.1	0.97800819
582.2	0.97787195
582.3	0.97774547
582.4	0.97761899
582.5	0.97750941
582.6	0.97739983
582.7	0.97731355
582.8	0.97722727
582.9	0.97716968
583.0	0.97711209
583.1	0.97708736
583.2	0.97706262
583.3	0.97707352
583.4	0.97708442
583.5	0.97713225
583.6	0.97718008
583.7	0.97726459
583.8	0.97734911
583.9	0.97746859
584.0	0.97758806
584.1	0.97773932
584.2	0.97789058
584.3	0.97806916
584.4	0.97824774
584.5	0.97844805
584.6	0.97864836
584.7	0.97886389
584.8	0.97907942
584.9	0.97930301
585.0	0.9795266
585.1	0.97975071
585.2	0.97997481
585.3	0.98019178
585.4	0.98040875
585.5	0.98061113
585.6	0.98081351
585.7	0.98099436
585.8	0.9811752
585.9	0.98132831
586.0	0.98148142
586.1	0.98160162
586.2	0.98172181
586.3	0.98180512
586.4	0.98188844
586.5	0.98193228
586.6	0.98197613
586.7	0.98197939
586.8	0.98198266
586.9	0.98194575
587.0	0.98190884
587.1	0.98183365
587.2	0.98175846
587.3	0.98164831
587.4	0.98153815
587.5	0.98139758
587.6	0.98125701
587.7	0.98109167
587.8	0.98092632
587.9	0.98074265
588.0	0.98055898
588.1	0.98036401
588.2	0.98016904
588.3	0.97997007
588.4	0.9797711
588.5	0.97957543
588.6	0.97937976
588.7	0.97919441
588.8	0.97900905
588.9	0.97884049
589.0	0.97867193
589.1	0.97852587
589.2	0.97837981
589.3	0.97826099
589.4	0.97814217
589.5	0.97805421
589.6	0.97796625
589.7	0.97791153
589.8	0.97785682
589.9	0.97783642
590.0	0.97781603
590.1	0.97782972
590.2	0.97784341
590.3	0.97788965
590.4	0.97793588
590.5	0.9780119
590.6	0.97808791
590.7	0.97818981
590.8	0.9782917
590.9	0.97841461
591.0	0.97853752
591.1	0.97867576
591.2	0.97881399
591.3	0.97896129
591.4	0.97910858
591.5	0.97925828
591.6	0.97940798
591.7	0.9795533
591.8	0.97969863
591.9	0.9798329
592.0	0.97996718
592.1	0.9800841
592.2	0.98020103
592.3	0.9802949
592.4	0.98038876
592.5	0.98045468
592.6	0.9805206
592.7	0.98055469
592.8	0.98058878
592.9	0.98058832
593.0	0.98058787
593.1	0.98055143
593.2	0.980515
593.3	0.98044248
593.4	0.98036997
593.5	0.98026265
593.6	0.98015532
593.7	0.98001578
593.8	0.97987623
593.9	0.97970827
594.0	0.97954031
594.1	0.97934887
594.2	0.97915743
594.3	0.97894834
594.4	0.97873926
594.5	0.97851909
594.6	0.97829892
594.7	0.97807471
594.8	0.9778505
594.9	0.97762954
595.0	0.97740857
595.1	0.97719811
595.2	0.97698764
595.3	0.97679467
595.4	0.9766017
595.5	0.97643271
595.6	0.97626371
595.7	0.97612445
595.8	0.97598518
595.9	0.97588047
596.0	0.97577576
596.1	0.97570934
596.2	0.97564293
596.3	0.97561733
596.4	0.97559172
596.5	0.97560813
596.6	0.97562453
596.7	0.97568276
596.8	0.975741
596.9	0.97583949
597.0	0.97593797
597.1	0.97607377
597.2	0.97620956
597.3	0.97637839
597.4	0.97654722
597.5	0.9767436
597.6	0.97693997
597.7	0.97715732
597.8	0.97737467
597.9	0.9776055
598.0	0.97783632
598.1	0.9780724
598.2	0.97830848
598.3	0.97854109
598.4	0.97877371
598.5	0.97899391
598.6	0.97921411
598.7	0.97941296
598.8	0.9796118
598.9	0.97978064
599.0	0.97994949
599.1	0.98008027
599.2	0.98021105
599.3	0.98029654
599.4	0.98038203
599.5	0.98041611
599.6	0.98045019
599.7	0.98042805
599.8	0.98040592
599.9	0.98032428
600.0	0.98024265
600.1	0.98009987
600.2	0.9799571
600.3	0.9797533
600.4	0.9795495
600.5	0.97928659
600.6	0.97902367
600.7	0.97870531
600.8	0.97838694
600.9	0.97801848
601.0	0.97765003
601.1	0.9772384
601.2	0.97682677
601.3	0.97638025
601.4	0.97593374
601.5	0.9754618
601.6	0.97498986
601.7	0.97450284
601.8	0.97401582
601.9	0.9735247
602.0	0.97303357
602.1	0.97254966
602.2	0.97206575
602.3	0.97160041
602.4	0.97113506
602.5	0.97069941
602.6	0.97026375
602.7	0.96986838
602.8	0.96947301
602.9	0.96912776
603.0	0.9687825
603.1	0.96849621
603.2	0.96820991
603.3	0.96799021
603.4	0.9677705
603.5	0.96762365
603.6	0.9674768
603.7	0.96740756
603.8	0.96733832
603.9	0.96734982
604.0	0.96736132
604.1	0.967455
604.2	0.96754869
604.3	0.96772424
604.4	0.9678998
604.5	0.96815516
604.6	0.96841053
604.7	0.96874191
604.8	0.96907329
604.9	0.96947521
605.0	0.96987712
605.1	0.97034247
605.2	0.97080783
605.3	0.97132805
605.4	0.97184827
605.5	0.97241345
605.6	0.97297863
605.7	0.97357769
605.8	0.97417675
605.9	0.97479769
606.0	0.97541862
606.1	0.97604873
606.2	0.97667883
606.3	0.97730497
606.4	0.97793111
606.5	0.97854002
606.6	0.97914894
606.7	0.97972756
606.8	0.98030618
606.9	0.98084193
607.0	0.98137769
607.1	0.98185885
607.2	0.98234
607.3	0.98275596
607.4	0.98317192
607.5	0.98351352
607.6	0.98385512
607.7	0.98411488
607.8	0.98437463
607.9	0.98454697
608.0	0.98471931
608.1	0.98480071
608.2	0.98488211
608.3	0.98487121
608.4	0.98486031
608.5	0.98475796
608.6	0.9846556
608.7	0.98446478
608.8	0.98427396
608.9	0.98399975
609.0	0.98372554
609.1	0.98337492
609.2	0.9830243
609.3	0.98260595
609.4	0.9821876
609.5	0.98171165
609.6	0.9812357
609.7	0.98071345
609.8	0.98019121
609.9	0.97963482
610.0	0.97907843
610.1	0.97850059
610.2	0.97792276
610.3	0.9773364
610.4	0.97675004
610.5	0.976168
610.6	0.97558595
610.7	0.9750207
610.8	0.97445544
610.9	0.9739188
611.0	0.97338216
611.1	0.9728851
611.2	0.97238804
611.3	0.97194045
611.4	0.97149286
611.5	0.97110337
611.6	0.97071388
611.7	0.97038973
611.8	0.97006558
611.9	0.96981249
612.0	0.96955941
612.1	0.96938156
612.2	0.9692037
612.3	0.96910358
612.4	0.96900347
612.5	0.96898195
612.6	0.96896043
612.7	0.96901671
612.8	0.969073
612.9	0.96920467
613.0	0.96933633
613.1	0.9695394
613.2	0.96974246
613.3	0.97001144
613.4	0.97028041
613.5	0.97060844
613.6	0.97093647
613.7	0.97131544
613.8	0.9716944
613.9	0.97211508
614.0	0.97253576
614.1	0.97298803
614.2	0.97344029
614.3	0.97391328
614.4	0.97438628
614.5	0.97486865
614.6	0.97535103
614.7	0.9758312
614.8	0.97631137
614.9	0.97677774
615.0	0.97724411
615.1	0.97768537
615.2	0.97812663
615.3	0.97853201
615.4	0.97893738
615.5	0.97929689
615.6	0.97965641
615.7	0.97996113
615.8	0.98026586
615.9	0.98050814
616.0	0.98075042
616.1	0.98092409
616.2	0.98109775
616.3	0.98119824
616.4	0.98129872
616.5	0.98132322
616.6	0.98134771
616.7	0.98129521
616.8	0.9812427
616.9	0.98111401
617.0	0.98098531
617.1	0.98078302
617.2	0.98058073
617.3	0.98030913
617.4	0.98003752
617.5	0.97970246
617.6	0.97936739
617.7	0.9789761
617.8	0.97858481
617.9	0.97814572
618.0	0.97770663
618.1	0.97722913
618.2	0.97675162
618.3	0.9762458
618.4	0.97573997
618.5	0.9752164
618.6	0.97469282
618.7	0.97416226
618.8	0.9736317
618.9	0.97310491
619.0	0.97257812
619.1	0.97206558
619.2	0.97155304
619.3	0.97106478
619.4	0.97057652
619.5	0.97012189
619.6	0.96966727
619.7	0.9692548
619.8	0.96884234
619.9	0.9684796
620.0	0.96811687
620.1	0.96781033
620.2	0.9675038
620.3	0.96725875
620.4	0.9670137
620.5	0.96683419
620.6	0.96665467
620.7	0.96654342
620.8	0.96643217
620.9	0.96639059
621.0	0.96634901
621.1	0.96637718
621.2	0.96640534
621.3	0.96650201
621.4	0.96659868
621.5	0.96676131
621.6	0.96692393
621.7	0.96714875
621.8	0.96737357
621.9	0.96765564
622.0	0.96793771
622.1	0.96827101
622.2	0.96860431
622.3	0.96898186
622.4	0.9693594
622.5	0.96977336
622.6	0.97018732
622.7	0.97062915
622.8	0.97107098
622.9	0.97153161
623.0	0.97199224
623.1	0.97246221
623.2	0.97293219
623.3	0.97340188
623.4	0.97387157
623.5	0.97433136
623.6	0.97479115
623.7	0.97523163
623.8	0.97567211
623.9	0.9760843
624.0	0.97649648
624.1	0.976872
624.2	0.97724751
624.3	0.97757879
624.4	0.97791006
624.5	0.97819048
624.6	0.97847091
624.7	0.97869501
624.8	0.97891911
624.9	0.97908267
625.0	0.97924622
625.1	0.97934634
625.2	0.97944646
625.3	0.97948166
625.4	0.97951686
625.5	0.97948708
625.6	0.97945731
625.7	0.97936392
625.8	0.97927053
625.9	0.97911625
626.0	0.97896197
626.1	0.97875079
626.2	0.97853962
626.3	0.97827674
626.4	0.97801385
626.5	0.97770546
626.6	0.97739707
626.7	0.97705025
626.8	0.97670343
626.9	0.97632597
627.0	0.9759485
627.1	0.97554867
627.2	0.97514884
627.3	0.97473526
627.4	0.97432168
627.5	0.97390312
627.6	0.97348455
627.7	0.97306971
627.8	0.97265486
627.9	0.97225224
628.0	0.97184962
628.1	0.97146734
628.2	0.97108507
628.3	0.97073075
628.4	0.97037643
628.5	0.97005704
628.6	0.96973765
628.7	0.96945939
628.8	0.96918114
628.9	0.96894939
629.0	0.96871763
629.1	0.96853682
629.2	0.96835601
629.3	0.96822961
629.4	0.96810321
629.5	0.96803366
629.6	0.96796411
629.7	0.9679528
629.8	0.9679415
629.9	0.96798878
630.0	0.96803606
630.1	0.96814122
630.2	0.96824639
630.3	0.96840769
630.4	0.96856899
630.5	0.96878371
630.6	0.96899843
630.7	0.96926289
630.8	0.96952735
630.9	0.96983701
631.0	0.97014666
631.1	0.97049614
631.2	0.97084563
631.3	0.97122888
631.4	0.97161214
631.5	0.97202248
631.6	0.97243283
631.7	0.9728631
631.8	0.97329337
631.9	0.97373603
632.0	0.97417868
632.1	0.97462595
632.2	0.97507322
632.3	0.97551724
632.4	0.97596126
632.5	0.97639423
632.6	0.9768272
632.7	0.97724151
632.8	0.97765583
632.9	0.97804424
633.0	0.97843265
633.1	0.9787884
633.2	0.97914416
633.3	0.97946112
633.4	0.97977809
633.5	0.98005089
633.6	0.98032369
633.7	0.9805478
633.8	0.98077191
633.9	0.98094375
634.0	0.98111558
634.1	0.98123257
634.2	0.98134955
634.3	0.98141015
634.4	0.98147076
634.5	0.98147451
634.6	0.98147826
634.7	0.98142575
634.8	0.98137324
634.9	0.98126609
635.0	0.98115894
635.1	0.98099973
635.2	0.98084052
635.3	0.98063273
635.4	0.98042494
635.5	0.98017285
635.6	0.97992075
635.7	0.97962932
635.8	0.97933789
635.9	0.97901266
636.0	0.97868744
636.1	0.97833439
636.2	0.97798135
636.3	0.97760678
636.4	0.97723222
636.5	0.9768426
636.6	0.97645297
636.7	0.97605481
636.8	0.97565665
636.9	0.97525639
637.0	0.97485613
637.1	0.97446001
637.2	0.9740639
637.3	0.97367786
637.4	0.97329183
637.5	0.97292141
