rowID,meanFWHM,stdevFWHM,minFWHM,maxFWHM,meanPvLeak,stdevPvLeak,minPvLeak,maxPvLeak,X,Y,Z,capLogical,venLogical,artLogical,midLogical,preLogical,pstLogical,midCapLogical,preCapLogical,pstCapLogical,midVenLogical,preVenLogical,pstVenLogical,midArtLogical,preArtLogical,pstArtLogical,group
ZT10_16X6x_gg_800nm_m6_roi1_00001_ROIs_classA_08,3.91902300365277,0.117077457674547,3.77009571249315,4.14059976335592,0.744415581119444,0.0024478400301336,0.740349594995162,0.746920256486758,248.0,154.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m6_roi1_00001_ROIs_classA_09,5.4402595785054,0.714641933938432,4.60732106142035,6.89216038933499,0.746253328224897,0.0012625584024936,0.744830477614131,0.748754405472551,32.5,407.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m6_roi1_00001_ROIs_classA_10,5.65754991615017,0.168920588948671,5.39789536427451,5.92161785549659,0.745065039607121,0.0011677571673389,0.743093609249121,0.74698389072192,38.5,435.5,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m6_roi1_00001_ROIs_classA_11,4.3259837146097,0.0536476368530669,4.27630823822308,4.45876143687861,0.737835713195878,0.0040818151817369,0.731455381117215,0.742422051971612,61.0,82.5,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m6_roi1_00001_ROIs_classA_12,4.13234701658246,0.0482426229510964,4.07336118771174,4.21822716165398,0.743903260773422,0.0010317154200999,0.742177578485113,0.745861304525476,334.5,204.5,135.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m6_roi1_00001_ROIs_classA_13,4.07614689328807,0.193164479398908,3.69520417754712,4.32412591465813,0.7244755138215,0.0139521694144212,0.705791062478427,0.74100132359989,239.0,166.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m7_roi1_00001_ROIs_classA_01,4.0796303774399,0.1387784508421,3.84730070794167,4.26278974099069,0.716508310662708,0.0113718816035753,0.693292978957116,0.729003373691543,329.5,425.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m7_roi1_00001_ROIs_classA_02,3.44694333715526,0.0450692514902457,3.38246925290238,3.52100518197822,0.7384858215746,0.0041737611449593,0.731277806878656,0.745338031082005,453.5,377.5,25.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m7_roi1_00001_ROIs_classA_03,4.05746035128593,0.116039787034047,3.92254823835767,4.23000811413768,0.743258611536086,0.0020927539159057,0.740127906812936,0.746370554434654,280.5,499.5,85.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m7_roi1_00001_ROIs_classA_05,5.20881711141078,0.0686373794323734,5.12501373982677,5.30260968322181,0.744788988203558,0.0012842444021171,0.743346760966753,0.746866660368264,115.5,29.5,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m9_roi1_00002_ROIs_classA_01,4.97971681343745,0.20229225508332,4.6181868819105,5.18073243078399,0.732494801170088,0.0073212001930399,0.719314081568915,0.740521611476648,357.5,67.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
