SubjectID,Mean
m10_roi1_00001,27.84303022350513
m11_roi1_00001,30.502067851774374
m12_roi1_00001,22.209651266475326
m13_roi1_00002,24.318629349403547
m15_roi1_00001,27.090725543590455
m16_roi1_00001,22.103042933961724
m5_roi2_00003,24.492546068731897
m6_roi1_00001,26.75449864249126
m7_roi1_00001,29.166880710570574
m9_roi1_00002,22.961997605685625
