SubjectID,Mean
m10_roi1_00001,4.575897424606431
m11_roi1_00001,4.399422432798599
m12_roi1_00001,4.093467801841129
m13_roi1_00002,4.677092923389372
m15_roi1_00001,4.654524709473975
m16_roi1_00001,4.628377218811809
m5_roi2_00003,4.783021197951747
m6_roi1_00001,4.206919145115559
m7_roi1_00001,4.252038516560527
m9_roi1_00002,4.568736691974766
