rowID,meanFWHM,stdevFWHM,minFWHM,maxFWHM,meanFeFv,stdevFeFv,minFeFv,maxFeFv,X,Y,Z,capLogical,venLogical,group
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_15,2.9357234398812,0.150519374984512,2.72938491368426,3.20076666681119,0.249779596876896,0.0391819401915032,0.207176172509182,0.307057676941836,311.0,284.5,5.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_16,2.65582377908126,0.0507761921383993,2.58894794631292,2.72718070488646,0.691942153914186,0.079991699781433,0.574715666676819,0.860562797686815,445.0,97.0,5.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_17,4.35652401460349,0.105155338552243,4.12211081247749,4.49812970640496,0.509167750438,0.0920810510926466,0.374918309670862,0.685730509964572,367.5,148.5,10.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_18,4.29361750890942,0.0922876278229567,4.18586117277966,4.4505463477636,0.358949851523262,0.04509848947935,0.307458683684076,0.435106525730621,143.5,399.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_19,5.65572050696002,0.0867829676662605,5.47642640050973,5.79713840748065,0.401251508662868,0.0577686626444553,0.338563439985623,0.518751825102238,282.0,166.5,50.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_20,5.95034785935737,0.139970849356579,5.80302876503957,6.1600002748802,0.479456060942035,0.0879626091353001,0.331664035165354,0.613246725854623,289.5,254.5,90.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_21,5.99898529980192,0.132371784331538,5.80563841897687,6.18731242045559,0.257857103167692,0.0725709803044746,0.141439970559321,0.3784828661069,315.0,265.5,90.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_22,6.26372155626457,0.172603043537995,6.05116279596473,6.50673689101398,2.01391647385253,0.192174714352655,1.60141507155804,2.27999363850566,419.0,169.5,140.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_23,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_24,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_25,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_26,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_27,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_28,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_29,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_30,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_31,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_32,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_33,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_34,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_35,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_36,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_37,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_38,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m10_roi1_00001_ROIs_classA_39,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_01,6.39636739930493,0.196552995158901,6.07977043193955,6.68324546186335,2.35795998456538,0.489580094348004,1.40990853085051,3.13233096458536,320.5,398.5,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_02,4.98740247524423,0.124700003390129,4.7569213332158,5.12338424098951,3.0953085852822,0.248933179139152,2.66976057081218,3.51850880521232,465.0,178.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_03,4.43852510846807,0.243066634815146,4.22148096645406,5.04929827643007,2.37469511460143,0.787841211046443,1.01910993196054,4.12302472872234,396.5,219.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_04,6.23812872799789,0.398074705397928,5.68293819596583,6.80829235239137,1.71653972261086,0.49920907723431,0.885248505917043,2.45418898456987,294.0,298.5,10.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_05,3.65276128192588,0.100939568967136,3.49101421632806,3.83456725475164,1.38687374072328,0.364578560999542,1.03985716096593,2.09250827711635,417.0,450.0,15.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_06,,,,,,,,,110.0,96.0,65.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_07,,,,,,,,,306.5,460.0,70.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_08,4.03324344350925,0.351872055162477,3.20183098202993,4.4800977938873,0.940265474018556,0.132324866950145,0.691316834554863,1.1382267222777,89.5,78.5,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_09,5.36095305672771,0.424058086763837,4.74846365370632,5.87721574943261,0.681791352081672,0.191333060156782,0.408343387905302,1.04168214223766,117.5,241.0,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_10,3.30341900867527,0.378988796940061,2.75652555027058,3.89029958789775,1.30167062180743,0.149036559590814,1.12363525579187,1.6018272888858,33.0,445.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_11,2.61676825135697,0.0939714525676864,2.46202522910808,2.71729807354416,0.893839341430097,0.158425913051331,0.637955046732646,1.1297381893785,392.5,316.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_12,4.96585407402271,0.223588890627363,4.48112797085505,5.1938952579296,0.754944307721975,0.126546272411195,0.505879203590692,0.917977808699442,422.0,413.0,30.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_13,4.48993632796012,0.444187394243189,3.83985935701235,5.02902494570523,0.965455411833614,0.116282060597844,0.793344613208048,1.15983857505466,460.5,403.0,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_14,3.21475564625049,0.117225204538295,3.00891103317924,3.39236576474025,0.725720827592238,0.134272645341078,0.526349069733287,0.922776862441982,434.0,382.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_15,7.50434670905051,0.367185764146507,6.91671608468057,8.0018299047186,0.14012355955948,0.0353186588174702,0.0894893569811609,0.18980920706759,257.5,330.5,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_16,5.93931102543758,0.260898262700839,5.50639470999518,6.23293089965492,0.661826954892077,0.119141810337712,0.481478279835212,0.820808579656804,230.5,296.0,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_17,6.58148554535181,0.288099617883348,6.0954426304998,7.02894205938615,0.404778831545199,0.0980206046290697,0.263249028245821,0.54688528999236,215.0,335.5,40.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_18,5.88168147980323,0.056078700724075,5.79314149058908,5.95140274734335,0.705040208854331,0.121370037505177,0.534050484376422,0.856445821161308,321.0,484.5,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_19,6.7003885168495,0.208908813979578,6.37371660154552,6.91278703889972,0.519941181716243,0.135039886051091,0.307664577230903,0.818061021527447,318.0,447.5,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_20,5.4178089962129,0.527273394217926,4.76661668576722,6.14765854490696,1.40938371117333,0.170076866742193,1.19971239793927,1.63865703250645,345.0,462.0,30.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_21,4.30833844717211,0.22621812526396,4.04977419178672,4.70746735974811,0.865627450587738,0.231883625432568,0.491738628606793,1.27215575285081,101.5,205.5,70.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_22,4.07722193802368,0.152337769169942,3.83911377898328,4.36521722084057,0.933250032606553,0.241456102072747,0.505450840298041,1.22536891258523,271.0,323.0,85.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_23,4.50968228500038,0.0941886568407015,4.30120462453725,4.6047602329909,0.700675719304564,0.0855411460709335,0.55714421922341,0.867221797373599,296.5,78.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_24,4.7232903942122,0.102724396006695,4.59339177786649,4.93144612741353,0.629388482513883,0.175075377159133,0.362385799784728,0.962437495469823,220.0,163.0,30.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_25,5.18761560549695,0.18786195666549,4.88501232200624,5.48203077274372,1.22776584733368,0.141532516404088,1.06094396465271,1.47018969954447,237.5,140.0,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_26,4.96491610533679,0.0537448163884109,4.8733071320371,5.01872424309283,0.573136271360824,0.0841478512674275,0.440129141051083,0.715451670785865,295.0,212.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_27,5.1296448285223,0.0767633265913942,5.01906380002794,5.23384326581712,0.540947104937662,0.0621940684965767,0.47891918134903,0.658127496483753,238.5,224.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_28,4.48535847537828,0.115363837028828,4.29221543050329,4.60375033691435,0.503667576290092,0.139048078920856,0.320229492344855,0.732133557749252,374.5,201.0,50.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_29,10.7233403856182,0.0638995361682924,10.6068007150894,10.8165292043369,0.408743352127369,0.0679041633971491,0.295452226450475,0.521466945144077,114.0,461.0,85.0,0.0,1.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_30,5.77863280681749,0.162583291622162,5.49205520190343,6.0395868951772,1.69991843880415,0.2235371024656,1.37587224143591,2.07176520396014,145.5,438.5,90.0,0.0,1.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_31,3.56781615040779,0.0982441053360172,3.4314225067749,3.74342656802255,1.81549836676193,0.289882298767977,1.3771623560084,2.16017090433163,255.5,470.5,25.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_32,,,,,,,,,276.5,491.5,65.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_33,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_34,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_35,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_36,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_37,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_38,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m11_roi1_00001_ROIs_classA_39,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_01,13.1111330856129,0.179217218482077,12.7174286840436,13.2997406394529,1.08044736924382,0.131220696465881,0.890369882765504,1.28152344470504,263.0,457.5,5.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_02,6.52061669498644,0.0583098233055405,6.40466744938521,6.57413461245908,1.60895050129981,0.132859376817302,1.39287805741867,1.83720655235318,304.5,392.0,5.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_03,17.6665022659646,0.184750802697887,17.2483057600954,17.8604898214145,0.849508490395266,0.0453018661052644,0.761194119815242,0.908519740380788,336.0,458.0,5.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_04,6.9034044528763,0.0302764193221618,6.86134942244423,6.94830391413575,1.5034598331865,0.29165145320473,1.04836218634894,1.99901017432266,230.5,241.5,5.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_05,7.02406070209672,0.11731177427095,6.85769380781102,7.17237719000817,1.20903215224462,0.136746432939169,1.0196235172383,1.50784692848365,189.5,173.5,5.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_06,5.31503168514325,0.164426183759776,4.94245182341953,5.52832619340861,1.34746453122937,0.0577489188202773,1.26243301228085,1.44584011901367,150.0,168.0,5.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_07,3.69716038069514,0.0714538969917857,3.60383075358298,3.82333973515802,2.7271392929784,0.160112072677043,2.38977198638118,2.94508133727275,181.0,134.0,5.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_08,5.28366067778477,0.164477718335405,4.92463584207105,5.52862127214785,0.813410448420964,0.14545088719778,0.603343565687667,0.996104108205156,351.5,291.5,15.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_09,5.63683786277647,0.0760593851793528,5.48230255079186,5.73961706549041,1.11002711537283,0.118504072019719,0.882533749407115,1.23485301329009,321.0,319.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_10,3.05634694573827,0.124010239543953,2.89992664852967,3.28516468669115,0.408475532503299,0.0635566950970988,0.318254883182202,0.509128820660625,205.0,315.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_11,3.390115955364,0.155563761551145,3.16312769876246,3.5491488598865,0.627069751332143,0.121995931903741,0.530674603339578,0.952635420495668,73.0,241.5,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_12,5.31001012001932,0.161767585769208,4.91793297293111,5.48748415598079,0.474983425964505,0.0496004442296493,0.398145049922222,0.589022746307886,123.0,163.5,10.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_13,4.72616407174997,0.0668039354744365,4.54166896071159,4.77526917464716,0.694825131352782,0.0787094929549124,0.588174374607492,0.827734202049388,118.5,129.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_14,4.45735905233581,0.194546459351749,4.11319363483298,4.6959137459121,0.17380048987838,0.0320013400071456,0.132126754875647,0.233205281159482,84.5,154.5,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_15,4.45425412291571,0.108958775303795,4.25075501122723,4.61310812946991,0.303665184543152,0.0904712714491607,0.199970491285938,0.528297483127424,444.0,286.5,50.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_16,4.1915507692099,0.121713144949653,3.98818795372954,4.39885626793941,0.601894717032835,0.0619862338208401,0.505611027718212,0.675712898190616,451.0,244.5,55.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_17,3.70066104635157,0.157052252606247,3.48232156908479,3.98001960207558,1.51574963140209,0.290443012546227,1.23545166010825,2.19421249739786,416.5,244.5,45.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_18,7.070985173192,0.0895169617627613,6.90368048418605,7.19994955393596,0.411882282491545,0.0240554987915184,0.37165866988735,0.447647220119669,95.5,75.0,60.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_19,,,,,,,,,66.0,202.5,80.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_20,,,,,,,,,430.5,325.5,80.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_21,5.45024191243631,0.0404651889683043,5.37664534849951,5.51024591321145,0.923836711200235,0.130312193720547,0.703187981032012,1.11697732588589,63.0,194.0,5.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_22,12.3437750575517,0.15014170198203,12.1000981189651,12.512676230778,0.18718396885146,0.048603257776929,0.116911329701533,0.257294820104333,68.0,241.0,5.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_23,5.21183416355072,0.0888404161052738,5.11570196338038,5.37163340741845,0.660262070088578,0.12994315295341,0.466753209857793,0.79004928673339,362.5,28.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_24,5.27893672200854,0.070473482026073,5.12422987774242,5.3539307800234,0.314738889111136,0.0697194618902782,0.209305822269924,0.435372631875127,374.5,63.5,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_25,4.48028004646028,0.0549181419765494,4.38841263512378,4.56033193107213,0.206809191258719,0.045372129370358,0.144251674178713,0.277337447846372,441.0,197.0,30.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_26,5.02585265806074,0.124467234852526,4.8462349341281,5.21557449917432,0.758813686056781,0.144422634439392,0.571352933331306,1.0733405092109,442.0,51.0,20.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_27,3.61595115623826,0.211718679502954,3.34318077085419,3.8679578034908,1.13816056586653,0.261888223866908,0.76451218531032,1.52750048383249,181.5,424.5,40.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_28,5.11494440487663,0.179804962306463,4.82990508414946,5.34118739148465,0.585357783561465,0.102028506595932,0.468862860174809,0.818383700334809,486.0,194.5,85.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_29,4.65731339388277,0.0742641715645446,4.54159042273361,4.79682315689639,0.968556033909699,0.170221678100678,0.662765278242735,1.14871908702394,348.5,180.0,10.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_30,3.72619449094966,0.0350493712241152,3.66281533102645,3.77110855773175,1.06563573472519,0.163722578474779,0.845045878344239,1.33443549955645,252.0,91.0,40.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_31,4.19613970543779,0.0708344020315633,4.04429065188805,4.26590406385743,0.166673254389865,0.0359562487543924,0.119237843181407,0.236500989517836,158.5,29.0,40.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_32,5.01422501178035,0.996401408917155,3.08264570988341,5.71932550777655,3.00028721968201,0.832544278677125,1.43041736754777,3.79691674686626,192.5,52.5,35.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_33,7.29178130546867,0.0728548673902808,7.19309065021665,7.41813262646298,1.38240070807994,0.0886464029915468,1.20584972135161,1.5290462007821,378.5,442.5,55.0,0.0,1.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_34,4.77570274207681,0.0434941560932405,4.71195224294563,4.84263818912246,0.729463093641784,0.176719462599126,0.486723871379105,0.972931324462753,88.5,113.0,75.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_35,6.66068396653469,0.106996638523855,6.45637527390028,6.81481582332662,0.190631204986622,0.0587171237804899,0.129477862316508,0.305491915525046,425.5,365.5,115.0,0.0,1.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_36,5.28716767007708,0.258144265302634,4.97459936003234,5.83443022314373,1.87428030371718,0.344569743470259,1.07018032940108,2.14728139007909,376.0,216.5,165.0,1.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_37,7.52869460936023,0.0957405466386797,7.3861694483236,7.70530509363878,1.98503500975007,0.118855383620059,1.77141787678577,2.13156546455035,220.5,69.0,200.0,0.0,1.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_38,,,,,,,,,241.5,453.0,80.0,0.0,0.0,A
ZT10_16X6x_gg_800nm_m12_roi1_00001_ROIs_classA_39,,,,,,,,,,,,,,A
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_01,7.53176670102853,0.242243338262485,7.04759076066995,7.84132347040092,0.737645375289752,0.0768920490014996,0.624903160699972,0.886361525102596,49.0,86.5,15.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_02,5.65547115801323,0.158699703600232,5.29739820854357,5.8399814953723,0.984323632190947,0.0591518666106981,0.8934436439941,1.07142944650162,46.0,195.5,20.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_03,5.11688587722026,0.10834151714312,4.95544648903638,5.24666914102832,0.827046832254759,0.188671170388297,0.587396168812944,1.25129837073715,433.0,400.0,45.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_04,5.53716988864745,0.143102635518135,5.30041165950469,5.74944691141611,1.1086160848114,0.135363092706575,0.88514102024176,1.36680838802897,435.5,361.0,40.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_05,5.39442671702001,0.265210199345804,5.06364699794864,5.78658516443286,0.38013619870706,0.0595126659135742,0.296608815726803,0.487064041885095,399.0,379.5,40.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_06,6.73838428084413,0.507109949518426,6.31744767025292,7.67432608448116,0.999349344045998,1.07049542465428,0.275944724325683,3.24677220075465,470.5,336.0,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_07,3.72534380217644,0.240477835588758,3.27063453409358,3.95561227276437,0.593682607658564,0.332205971408515,0.32372761373826,1.38172901164981,475.5,304.0,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_08,5.25725686597942,0.427128583365584,4.32958326534318,6.02688457514373,1.09298886203517,0.898784484884056,0.556243378531917,3.21969266417293,390.0,171.5,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_09,4.48531978777184,0.114680576709319,4.33161276474315,4.6608581765627,0.123071353403981,0.0289999575539499,0.0917203909252728,0.181801991813035,432.0,123.5,45.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_10,4.13275384440777,0.0932711611678143,4.03710314443975,4.35057127143188,0.763785306471045,0.136595527571941,0.549488416021679,0.944129806277783,428.5,155.0,55.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_11,3.73251167979526,0.121210225787221,3.53511217595419,3.8605379421267,0.8888914769385,0.127632885542718,0.740395777421009,1.16572124280732,170.0,365.5,105.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_12,,,,,,,,,139.5,59.0,30.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_13,,,,,,,,,201.5,94.5,85.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_14,6.32999396965438,0.0735958409064512,6.18148916304549,6.40534743741495,0.74489397802806,0.0727322316145807,0.65202805041724,0.863418050560648,51.5,36.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_15,3.68708978495691,0.0307406011285695,3.63988887861652,3.72622531060976,1.38652864010457,0.114484821106251,1.23735756169449,1.60555298442774,186.0,66.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_16,4.03776796414838,0.169670432769755,3.62598668826297,4.20837599010211,0.731413842497857,0.118246149001247,0.558551443883318,0.90587330249794,340.0,199.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_17,3.85853547499298,0.0653661218352276,3.75118363138495,3.94425956527473,0.801557932954677,0.07234548452478,0.708060663663464,0.929015705967726,277.0,264.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_18,4.33848193169416,0.0990828760670758,4.18846443945998,4.48431576018749,1.00746470827359,0.0746235586168864,0.910986001243597,1.13812632971295,250.5,311.0,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_19,3.74345505812875,0.118808916086438,3.56252797474599,3.92635596545212,1.53332468007738,0.233262566000786,1.05434215400358,1.85328101231299,95.5,446.0,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_20,3.52834811161983,0.103685697254418,3.301931179332,3.63583491814333,0.599431492576643,0.0878378212193376,0.490065987335882,0.774001739190975,227.5,383.5,10.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_21,3.03772116003724,0.0502920366156553,2.89800239709654,3.07121231642671,0.790825310856121,0.117645871811745,0.645389545913151,0.991068627668238,404.0,452.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_22,4.45612843832791,0.109190361870356,4.3026007750868,4.63116859946758,1.10164262147096,0.0727084511506424,0.996643271420311,1.24130002502021,315.0,487.0,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_23,3.86352810688915,0.101887348015566,3.69075547882972,3.97354913988228,0.637116208095793,0.19624304904442,0.412893364451318,1.11717021019513,250.5,32.0,20.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_24,5.87396909866828,0.196887323842281,5.6410623216788,6.21080350066604,0.54139379480213,0.0507817621888325,0.455036690484743,0.635482593435279,291.5,186.0,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_25,4.86512934890038,0.0526124528417605,4.80961749132167,4.99024593088987,0.487032211291418,0.0856543926056209,0.382287774418414,0.694106312010292,42.0,265.0,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_26,5.21805414874741,0.176677172675463,4.98334431314238,5.45957589649983,0.253986540576652,0.0611660630496054,0.173906599554577,0.384648692835623,325.0,304.5,45.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_27,6.96950875599008,0.0641599872985937,6.86801113295362,7.05414966472452,0.179187174354025,0.0458312447964532,0.109939322692422,0.246885531371925,384.0,338.0,135.0,0.0,0.0,B
